name,art_nr,country,volume,alc_vol,price
Clems,Nr 50758,Italien,750 ml,"12,5 % vol.",362:-
A.D Coutelas Elogé,Nr 53091,Frankrike,750 ml,12 % vol.,369:-
Maurice Schueller,Nr 53164,Frankrike,750 ml,"12,5 % vol.",261:-
Positivo,Nr 51070,Italien,750 ml,"12,5 % vol.",355:-
Montbra,Nr 52329,Frankrike,750 ml,12 % vol.,349:-
Launois,Nr 7450,Frankrike,375 ml,12 % vol.,249:-
Blaauwklippen,Nr 56242,Sydafrika,750 ml,"11,5 % vol.",275:-
Diane by Jacques Lurton,Nr 52382,Frankrike,750 ml,13 % vol.,249:-
François Chidaine,Nr 55278,Frankrike,750 ml,12 % vol.,319:-
F. Chidaine,Nr 52159,Frankrike,750 ml,12 % vol.,229:-
Valdobbiadene,Nr 56622,Italien,750 ml,"11,5 % vol.",214:-
Prosecco Brut,Nr 58222,Italien,750 ml,12 % vol.,217:-
Francone,Nr 55411,Italien,750 ml,"12,5 % vol.",323:-
Bottega,Nr 56942,Italien,750 ml,11 % vol.,239:-
Gardet Brut Blanc de Noirs,Nr 52650,Frankrike,750 ml,"12,5 % vol.",399:-
Gardet Brut Tradition,Nr 52890,Frankrike,750 ml,"12,5 % vol.",379:-
Makeba,Nr 53815,Sydafrika,750 ml,12 % vol.,279:-
Contratto,Nr 59114,Italien,750 ml,"12,5 % vol.",299:-
Conti Ducco,Nr 59187,Italien,750 ml,"12,5 % vol.",299:-
Lacourte Godbillon,Nr 59221,Frankrike,750 ml,12 % vol.,299:-
Baron-Fuenté,Nr 59246,Frankrike,750 ml,"12,5 % vol.",299:-
Knewitz,Nr 59268,Tyskland,750 ml,"12,5 % vol.",259:-
Cuvèe Masion,Nr 59583,Italien,750 ml,"12,5 % vol.",266:-
Tribaut Schloesser,Nr 59591,Frankrike,375 ml,"12,5 % vol.",249:-
Vivid,Nr 59592,Italien,750 ml,11 % vol.,273:-
Brigandat,Nr 59600,Frankrike,750 ml,12 % vol.,349:-
Brigandat,Nr 59601,Frankrike,750 ml,12 % vol.,389:-
Bott Frères,Nr 59646,Frankrike,750 ml,12 % vol.,239:-
Naše,Nr 52031,Tjeckien,750 ml,"11,5 % vol.",274:-
Perseval-Farge,Nr 55606,Frankrike,750 ml,12 % vol.,399:-
Jean-Louis Schoepfer,Nr 50339,Frankrike,750 ml,13 % vol.,282:-
Rochet-Bocard,Nr 50582,Frankrike,750 ml,"12,5 % vol.",349:-
Mestres Visol,Nr 50629,Spanien,750 ml,12 % vol.,299:-
The Illustrious,Nr 50944,Grekland,750 ml,"11,5 % vol.",325:-
Domaine Rolet,Nr 51074,Frankrike,750 ml,12 % vol.,229:-
Josep Coca,Nr 51141,Spanien,750 ml,"12,5 % vol.",319:-
Castellroig Sabaté i Coca,Nr 51174,Spanien,750 ml,"12,5 % vol.",237:-
Champagne 47,Nr 78403,Frankrike,750 ml,12 % vol.,379:-
Gurrieri,Nr 76230,Italien,750 ml,13 % vol.,359:-
Didier Rothier,Nr 76768,Frankrike,750 ml,12 % vol.,369:-
Émile Leclère,Nr 71069,Frankrike,750 ml,12 % vol.,379:-
Michel Cousinat,Nr 79463,Frankrike,750 ml,"12,5 % vol.",359:-
Michel Cousinat,Nr 77769,Frankrike,750 ml,"12,5 % vol.",379:-
Bersi Serlini,Nr 74020,Italien,750 ml,"12,5 % vol.",345:-
Bruno Verret,Nr 72424,Frankrike,750 ml,"12,5 % vol.",217:-
Pierre Mignon,Nr 78730,Frankrike,750 ml,12 % vol.,399:-
Charles Fox,Nr 73394,Sydafrika,750 ml,"12,5 % vol.",299:-
Piu Piu,Nr 75173,Tyskland,750 ml,12 % vol.,209:-
Charles Fox,Nr 78880,Sydafrika,750 ml,"12,5 % vol.",255:-
Marion-Bosser,Nr 77885,Frankrike,750 ml,"12,5 % vol.",390:-
Jean Diot,Nr 79661,Frankrike,750 ml,12 % vol.,363:-
José Michel,Nr 79113,Frankrike,750 ml,12 % vol.,389:-
Bonvalet,Nr 78007,Frankrike,750 ml,"12,5 % vol.",366:-
Bergeronneau-Marion,Nr 78715,Frankrike,750 ml,12 % vol.,358:-
Bernard Tornay,Nr 78778,Frankrike,750 ml,"12,5 % vol.",300:-
Champagne Chapuy,Nr 79933,Frankrike,750 ml,"12,5 % vol.",365:-
Symphonie,Nr 75519,Frankrike,750 ml,12 % vol.,399:-
Rathfinny Estate,Nr 72557,Storbritannien,750 ml,12 % vol.,399:-
Rathfinny Estate,Nr 79432,Storbritannien,750 ml,12 % vol.,399:-
Bernard Remy,Nr 78980,Frankrike,750 ml,12 % vol.,330:-
Robert Allait,Nr 73082,Frankrike,750 ml,12 % vol.,312:-
Robert Allait,Nr 78156,Frankrike,750 ml,12 % vol.,312:-
Robert Allait,Nr 71029,Frankrike,750 ml,12 % vol.,355:-
Robert Allait,Nr 75252,Frankrike,750 ml,12 % vol.,355:-
Bernard Doyard,Nr 82844,Frankrike,750 ml,12 % vol.,369:-
Bernard Doyard,Nr 80424,Frankrike,750 ml,12 % vol.,399:-
Franciacorta Brut Satèn,Nr 51594,Italien,750 ml,"12,5 % vol.",299:-
Prosecco Spumante,Nr 51614,Italien,750 ml,11 % vol.,292:-
Jamek,Nr 51646,Österrike,750 ml,"12,5 % vol.",219:-
Cuvée dei Frati,Nr 51763,Italien,750 ml,13 % vol.,249:-
AA AUS PetNat,Nr 97702,Spanien,750 ml,12 % vol.,209:-
Coquillette,Nr 51792,Frankrike,750 ml,12 % vol.,359:-
Freixenet Prosecco,Nr 51919,Italien,1 500 ml,11 % vol.,259:-
Albin Martinot,Nr 51956,Frankrike,750 ml,12 % vol.,348:-
Albin Martinot,Nr 51957,Frankrike,750 ml,12 % vol.,391:-
Didier Rothier,Nr 51995,Frankrike,750 ml,12 % vol.,389:-
Arnaud Baudette,Nr 52034,Frankrike,750 ml,12 % vol.,399:-
Perelada,Nr 52015,Spanien,1 500 ml,"11,5 % vol.",299:-
Crémant de Bourgogne,Nr 52234,Frankrike,750 ml,12 % vol.,259:-
Desbordes-Amiaud,Nr 52288,Frankrike,750 ml,12 % vol.,296:-
Piot Sevillano,Nr 52389,Frankrike,750 ml,12 % vol.,376:-
Champagne Comte de Perrey,Nr 52505,Frankrike,750 ml,12 % vol.,269:-
Fabien Bergeronneau,Nr 52522,Frankrike,750 ml,12 % vol.,399:-
Virginie Bergeronneau,Nr 52523,Frankrike,750 ml,12 % vol.,389:-
Jean-Francois Launay,Nr 52551,Frankrike,750 ml,12 % vol.,329:-
Jean-Francois Launay,Nr 52562,Frankrike,750 ml,12 % vol.,369:-
