name,art_nr,country,volume,alc_vol,price
Son Puig,Nr 70161,Spanien,750 ml,"13,5 % vol.",305:-
Geheimrat J,Nr 72421,Tyskland,750 ml,"12,5 % vol.",319:-
34 Centuries Assyrtiko,Nr 71454,Grekland,750 ml,14 % vol.,369:-
Thorne & Daughters,Nr 56943,Sydafrika,750 ml,13 % vol.,351:-
Dolce & Gabbana x Donnafugata,Nr 57155,Italien,750 ml,12 % vol.,349:-
Rijckaert,Nr 57188,Frankrike,750 ml,13 % vol.,359:-
Jermann,Nr 57351,Italien,750 ml,13 % vol.,329:-
Ambar,Nr 57376,Portugal,750 ml,12 % vol.,326:-
Alala,Nr 58249,Spanien,750 ml,"12,5 % vol.",313:-
Bernkasteler Badstube Kabinett,Nr 58359,Tyskland,750 ml,8 % vol.,349:-
Orange,Nr 58368,Italien,750 ml,12 % vol.,346:-
Chablis Premier Cru,Nr 58470,Frankrike,750 ml,13 % vol.,399:-
Pierre Bouree Fils,Nr 58604,Frankrike,750 ml,"12,5 % vol.",349:-
Sandahl,Nr 50681,Ungern,750 ml,15 % vol.,323:-
Sandahl,Nr 50833,Ungern,750 ml,14 % vol.,393:-
Pouilly-Fuissé Premier Cru,Nr 50886,Frankrike,750 ml,13 % vol.,375:-
Balassa,Nr 53818,Ungern,750 ml,"12,5 % vol.",305:-
Emilio Moro,Nr 54678,Spanien,750 ml,14 % vol.,329:-
Capall Bán,Nr 58651,Sydafrika,750 ml,14 % vol.,339:-
Garage,Nr 54510,Chile,750 ml,"13,5 % vol.",301:-
Soalheiro,Nr 74935,Portugal,1 500 ml,"12,5 % vol.",359:-
Kramarovci,Nr 54834,Slovenien,750 ml,"13,5 % vol.",360:-
Aurente,Nr 55112,Italien,750 ml,13 % vol.,319:-
Lesehof Stagård,Nr 55258,Österrike,750 ml,"12,5 % vol.",369:-
La Soufrandiere,Nr 55442,Frankrike,750 ml,13 % vol.,395:-
La Soufrandiere,Nr 55448,Frankrike,750 ml,"13,5 % vol.",395:-
Domaine Foret,Nr 55462,Frankrike,750 ml,13 % vol.,399:-
Domaine Foret,Nr 55474,Frankrike,500 ml,13 % vol.,369:-
D'Ardhuy,Nr 55534,Frankrike,750 ml,13 % vol.,395:-
Château Couhins-Lurton Blanc,Nr 55706,Frankrike,750 ml,"12,5 % vol.",399:-
Vino M'artville,Nr 55762,Georgien,750 ml,13 % vol.,302:-
Iberieli,Nr 55760,Georgien,750 ml,12 % vol.,302:-
Pazo Torre Penelas,Nr 55765,Spanien,750 ml,"12,5 % vol.",379:-
Berg Schlossberg Ehrenfels,Nr 55921,Tyskland,750 ml,13 % vol.,399:-
Château de Reignac,Nr 56111,Frankrike,750 ml,14 % vol.,399:-
Pouilly Fuissé Premier Cru,Nr 56556,Frankrike,750 ml,"13,5 % vol.",379:-
Clos de la George,Nr 50074,Schweiz,750 ml,"12,5 % vol.",360:-
In Exelsis,Nr 50127,Schweiz,750 ml,"12,8 % vol.",303:-
Vial,Nr 50186,Italien,750 ml,"13,5 % vol.",316:-
Saleit,Nr 50187,Italien,750 ml,"13,5 % vol.",316:-
Mandrarossa Serapias,Nr 50294,Italien,500 ml,14 % vol.,319:-
Crossbarn,Nr 50377,USA,750 ml,"14,5 % vol.",369:-
