idx,ID,Name,Country,Volume,Alcohol,Price
217,Nr 93981,Barolo,Italien,750 ml,"14,5 %",351:-
218,Nr 2004,Cannonau di Sardegna,Italien,750 ml,14 %,131:-
219,Nr 79000,Amarone della Valpolicella,Italien,750 ml,15 %,247:-
220,Nr 42302,Brunello di Montalcino,Italien,750 ml,14 %,261:-
221,Nr 92367,Barolo,Italien,750 ml,"14,5 %",351:-
222,Nr 94917,Barolo,Italien,750 ml,15 %,351:-
223,Nr 74045,Brunelli,Italien,750 ml,15 %,300:-
224,Nr 53008,Barolo,Italien,750 ml,"14,5 %",251:-
225,Nr 90050,Tocca Stelle,Italien,750 ml,14 %,181:-
226,Nr 12357,Brunello di Montalcino,Italien,1500 ml,"14,5 %",642:-
227,Nr 32152,Tignanello,Italien,750 ml,"14,5 %",951:-
228,Nr 92934,Quarticello,Italien,750 ml,12 %,171:-
229,Nr 90661,Cavallotto,Italien,750 ml,"14,5 %",340:-
230,Nr 79125,Ecoltura,Italien,750 ml,"12,5 %",121:-
231,Nr 92645,Gaja,Italien,750 ml,14 %,401:-
232,Nr 72152,Capitano Rosso,Italien,1000 ml,13 %,81:-
233,Nr 54322,Castelmare,Italien,750 ml,14 %,101:-
234,Nr 5329,Delitia,Italien,375 ml,"12,5 %",100:-
235,Nr 79074,Brunello di Montalcino,Italien,750 ml,14 %,700:-
236,Nr 3097,Brunello di Montalcino,Italien,750 ml,14 %,261:-
237,Nr 50285,Marastoni,Italien,750 ml,"13,5 %",101:-
238,Nr 5328,Monti Garbi,Italien,375 ml,14 %,78:-
239,Nr 5123,Masi Campofiorin,Italien,1500 ml,13 %,272:-
240,Nr 92405,Diego Conterno,Italien,750 ml,"14,5 %",311:-
241,Nr 94887,Giacomo Grimaldi,Italien,750 ml,"14,5 %",451:-
242,Nr 78498,Amarone della Valpolicella,Italien,750 ml,"16,5 %",759:-
243,Nr 94062,Costa Bassa,Italien,750 ml,"13,5 %",201:-
244,Nr 2655,Pietrarizzo,Italien,750 ml,"13,5 %",201:-
245,Nr 73091,Ronepasso,Italien,1000 ml,"13,5 %",89:-
246,Nr 93958,I Fabbri Chianti Classico,Italien,750 ml,13 %,190:-
247,Nr 92631,Poliziano,Italien,750 ml,"14,5 %",241:-
248,Nr 90308,Le Difese,Italien,750 ml,14 %,231:-
249,Nr 92133,Monteraponi Chianti Classico,Italien,750 ml,"13,5 %",401:-
250,Nr 92826,Benanti,Italien,750 ml,"13,5 %",301:-
251,Nr 2626,Montico,Italien,750 ml,13 %,87:-
252,Nr 91111,Barolo Monforte d'Alba,Italien,750 ml,"14,5 %",321:-
253,Nr 93963,Barolo,Italien,750 ml,"14,5 %",381:-
254,Nr 91817,Grignolino d'Asti,Italien,750 ml,"13,5 %",202:-
255,Nr 94947,Roberto Rondelli,Italien,750 ml,"12,5 %",231:-
256,Nr 2334,Ciù Ciù di Bartolomei,Italien,750 ml,"13,5 %",91:-
257,Nr 94337,Casa Emma,Italien,750 ml,14 %,351:-
258,Nr 92727,Cigliuti,Italien,750 ml,"14,5 %",451:-
259,Nr 74890,P.Lex,Italien,750 ml,14 %,141:-
260,Nr 12379,Casalforte,Italien,1500 ml,15 %,382:-
261,Nr 90557,Cavallotto,Italien,750 ml,"13,5 %",209:-
262,Nr 93067,Gaja,Italien,750 ml,14 %,1 801:-
263,Nr 73604,Barolo,Italien,375 ml,"13,5 %",180:-
264,Nr 94274,Rocca di Castagnoli,Italien,750 ml,14 %,171:-
265,Nr 94660,Foradori,Italien,750 ml,"12,5 %",227:-
266,Nr 5337,Barbaresco,Italien,750 ml,14 %,181:-
267,Nr 73528,Ville di Antané,Italien,750 ml,"13,5 %",117:-
268,Nr 2133,Tommasi Palanca,Italien,750 ml,13 %,141:-
269,Nr 90250,Monteraponi,Italien,750 ml,13 %,201:-
270,Nr 90402,Guidalberto,Italien,750 ml,14 %,431:-
271,Nr 94533,Piedefranco,Italien,750 ml,13 %,389:-
272,Nr 94581,Barolo Bussia,Italien,750 ml,"14,5 %",599:-
273,Nr 93197,Brunello di Montalcino Vigna di Pianrosso,Italien,750 ml,15 %,1 051:-
274,Nr 92931,Magma Rosso,Italien,750 ml,14 %,2 039:-
275,Nr 90572,Barolo,Italien,750 ml,"14,5 %",499:-
276,Nr 94220,Munjebel Rosso FM,Italien,750 ml,"13,5 %",540:-
277,Nr 32224,Zenato,Italien,750 ml,"13,5 %",151:-
278,Nr 90667,Brunello di Montalcino,Italien,750 ml,"14,5 %",651:-
279,Nr 90413,Nittardi,Italien,750 ml,14 %,359:-
280,Nr 2074,Chianti,Italien,750 ml,12 %,101:-
281,Nr 94239,Munjebel,Italien,750 ml,"13,5 %",540:-
282,Nr 94619,Barolo,Italien,750 ml,14 %,998:-
283,Nr 94655,Cosentino,Italien,750 ml,13 %,351:-
284,Nr 95503,Rovero,Italien,750 ml,"14,5 %",199:-
285,Nr 79234,Brunello di Montalcino,Italien,750 ml,"14,5 %",531:-
286,Nr 94623,Barbera d´Alba,Italien,750 ml,14 %,310:-
287,Nr 94910,Benevelli,Italien,750 ml,"14,5 %",451:-
288,Nr 94903,Brunello di Montalcino,Italien,750 ml,"14,5 %",551:-
289,Nr 92677,Cavallotto,Italien,750 ml,14 %,849:-
290,Nr 92743,Cavallotto,Italien,750 ml,"14,5 %",1 939:-
291,Nr 92773,Cavallotto,Italien,750 ml,"14,5 %",1 479:-
