snapdate,name,art_nr,country,volume,alc_vol,price,type
2023-09-08,Chateau Pictet-Lullin,59900,Switzerland,750.0,13,307,Rött
2023-09-08,Domaine de la Muraz,59925,Switzerland,750.0,13.5,336,Rött
2023-09-08,Zamò Schioppettino,59932,Italy,750.0,13,349,Rött
2023-09-08,La Capella,58262,Spain,750.0,15,349,Rött
2023-09-08,Rosso dei Sesi,58371,Italy,750.0,12,346,Rött
2023-09-08,Red Newt,58416,United States,750.0,12.5,349,Rött
2023-09-08,Ministry of Clouds,57324,Australia,750.0,14.3,359,Rött
2023-09-08,Simonsig,57661,South Africa,750.0,15,319,Rött
2023-09-08,Simonsig,57662,South Africa,750.0,14.5,329,Rött
2023-09-08,Casa Bauza,57753,Chile,750.0,13.5,329,Rött
2023-09-08,Vallado,57765,Portugal,750.0,14,349,Rött
2023-09-08,Uvaggio,57761,Italy,750.0,13.5,329,Rött
2023-09-08,Scarpa,57782,Italy,750.0,14,349,Rött
2023-09-08,Pierre Gaillard,57806,France,750.0,14.5,319,Rött
2023-09-08,Terroir Sense Fronteres,57930,Spain,750.0,13.5,349,Rött
2023-09-08,Sordo Verduno Pelaverga,58076,Italy,750.0,13.5,333,Rött
2023-09-08,Guasti Barbera d'Asti Superiore Boschetto Vecchio,58087,Italy,750.0,14.5,333,Rött
2023-09-08,Parcela Mandiles,58098,Spain,750.0,15.5,339,Rött
2023-09-08,Edouard Delaunay,78642,France,750.0,13.5,359,Rött
2023-09-08,Shannon,77697,South Africa,750.0,14.5,339,Rött
2023-09-08,Vriesenhof,76497,South Africa,750.0,14,339,Rött
2023-09-08,Demarie,74632,Italy,750.0,14.5,309,Rött
2023-09-08,Schug,75654,United States,750.0,13.5,329,Rött
2023-09-08,Vladika,77540,Montenegro,750.0,14.5,300,Rött
2023-09-08,Ataraxia,70502,South Africa,750.0,13.5,339,Rött
2023-09-08,Cascina Massara,72640,Italy,750.0,14.5,329,Rött
2023-09-08,Simpsons,76329,United Kingdom,750.0,13,369,Rött
2023-09-08,Ripa delle More,70193,Italy,750.0,14,300,Rött
2023-09-08,Amphiarao,79082,Italy,750.0,14.5,332,Rött
2023-09-08,Catherine Marshall,78286,South Africa,750.0,13,335,Rött
2023-09-08,Klein Constantia,73014,South Africa,750.0,14,369,Rött
2023-09-08,Barolo,78735,Italy,750.0,14.5,349,Rött
2023-09-08,Silvio Nardi,72902,Italy,750.0,13.5,309,Rött
2023-09-08,Enzo Boglietti,76906,Italy,750.0,14.5,349,Rött
2023-09-08,Rizzardi,78753,Italy,750.0,16,329,Rött
2023-09-08,Blankbottle,75056,South Africa,750.0,12,339,Rött
2023-09-08,Ridley,79836,Australia,750.0,13,339,Rött
2023-09-08,Rosso di Montalcino,76657,Italy,750.0,13.5,345,Rött
2023-09-08,Mega Spileo,77320,Greece,750.0,15,359,Rött
2023-09-08,Ennak,73122,Spain,1500.0,14,369,Rött
2023-09-08,Russiz Superiore,95598,Italy,750.0,14,336,Rött
2023-09-08,Prunier,77855,France,750.0,13,335,Rött
2023-09-08,Canvasback,81738,United States,750.0,15,359,Rött
2023-09-08,Garesio,80027,Italy,750.0,14,359,Rött
2023-09-08,Chianti Rufina,82164,Italy,750.0,14.5,319,Rött
2023-09-08,Noir,80112,Italy,750.0,13.5,345,Rött
2023-09-08,In Exelsis,50019,Switzerland,750.0,13.5,327,Rött
2023-09-08,Château de Chamirey,80611,France,750.0,14.5,359,Rött
2023-09-08,Contino,50015,Spain,750.0,14,329,Rött
2023-09-08,Cascina Chicco,54560,Italy,750.0,14.5,300,Rött
2023-09-08,Sofros PM,54628,Spain,750.0,15,350,Rött
2023-09-08,Sylla Sebaste,54632,Italy,750.0,14,338,Rött
2023-09-08,Fattoria Le Fonti,54814,Italy,750.0,14.5,359,Rött
2023-09-08,Alma do Vello Tesouro Albarello,54766,Spain,750.0,12.5,349,Rött
2023-09-08,Kellerei Kaltern,54841,Italy,750.0,14,365,Rött
2023-09-08,Il Campanone,54897,Italy,1500.0,11,328,Rött
2023-09-08,Michele Satta,54928,Italy,750.0,14,349,Rött
2023-09-08,Garnatxa Negra i Carinyena,55004,Spain,750.0,15,319,Rött
2023-09-08,Thistledown,55034,Australia,750.0,14.5,309,Rött
2023-09-08,Barovo,55182,North Macedonia,750.0,15,356,Rött
2023-09-08,Château Soussans,55297,France,750.0,14.5,359,Rött
2023-09-08,BelColle,55335,Italy,750.0,14.5,349,Rött
2023-09-08,Finca La Planeta,55406,Spain,750.0,14.5,349,Rött
2023-09-08,Domaine Foret,55479,France,750.0,12.5,339,Rött
2023-09-08,Domaine Foret,55481,France,750.0,12.5,349,Rött
2023-09-08,Domaine de la Pinède,55507,France,750.0,13.5,333,Rött
2023-09-08,Rolly Gassmann,55567,France,750.0,12.5,325,Rött
2023-09-08,Weingut Steintal,55600,Germany,750.0,12.5,339,Rött
2023-09-08,Chateau Bouscassé,55745,France,750.0,14,349,Rött
2023-09-08,Poliziano,71281,Italy,750.0,14.5,349,Rött
2023-09-08,Francis Ford Coppola,55981,United States,750.0,14.5,329,Rött
2023-09-08,Benedetti & Grigi,56606,Italy,750.0,15.5,343,Rött
2023-09-08,Double Canyon Vineyard,56168,United States,750.0,14.5,329,Rött
2023-09-08,Negre de Negres,56248,Spain,750.0,13.5,329,Rött
2023-09-08,Bouchon,56375,Chile,750.0,13.5,329,Rött
2023-09-08,Quinta Do Judeu,56504,Portugal,750.0,14.5,336,Rött
2023-09-08,TOCS,56555,Spain,750.0,15,369,Rött
2023-09-08,Herú,56569,Chile,750.0,13.5,329,Rött
2023-09-08,Riserva degli Orzoni,56624,Italy,750.0,13.5,336,Rött
2023-09-08,Galil Mountain,50273,Israel,750.0,14.5,305,Rött
2023-09-08,The Paring,50241,United States,750.0,13.5,329,Rött
2023-09-08,The Paring,50242,United States,750.0,14.5,329,Rött
2023-09-08,Casa Emma Vignalparco,50092,Italy,750.0,14,369,Rött
2023-09-08,Canterabuey Viñedo Singular,50199,Spain,750.0,16.5,319,Rött
2023-09-08,Lareith,50193,Italy,750.0,13,365,Rött
2023-09-08,Saint Joseph,50201,France,750.0,14.5,326,Rött
2023-09-08,Llicorlla,50304,Spain,750.0,14.5,363,Rött
2023-09-08,Amarone della Valpolicella,50266,Italy,750.0,15,344,Rött
2023-09-08,Contino,50332,Spain,750.0,14,329,Rött
2023-09-08,Miguel Merino,50535,Spain,750.0,14,329,Rött
2023-09-08,Holden Manz,50680,South Africa,750.0,14.5,310,Rött
2023-09-08,Conceito Bastardo,50783,Portugal,750.0,12,365,Rött
2023-09-08,Savage,50781,South Africa,750.0,13,329,Rött
2023-09-08,Savage,50847,South Africa,750.0,13.5,329,Rött
2023-09-08,Amadieu Gigondas,50861,France,750.0,15,369,Rött
2023-09-08,TOCS,50892,Spain,750.0,15,369,Rött
2023-09-08,Barbaresco,50952,Italy,750.0,14.5,349,Rött
2023-09-08,TOCS,50974,Spain,750.0,15,369,Rött
2023-09-08,Montresor,51053,Italy,750.0,15,329,Rött
2023-09-08,Barbaresco,51123,Italy,750.0,14.5,329,Rött
2023-09-08,Domaine Olivier Hillaire,51134,France,750.0,15,349,Rött
2023-09-08,Predappio di Predappio,51171,Italy,750.0,14.5,363,Rött
2023-09-08,Michele Satta,51359,Italy,750.0,13.5,349,Rött
2023-09-08,Pierre et Bastien,51389,France,750.0,13.5,369,Rött
2023-09-08,Le Sassine,51508,Italy,750.0,14.5,325,Rött
2023-09-08,Le Ragose,51501,Italy,750.0,14.5,330,Rött
2023-09-08,Ratti,51629,Italy,750.0,14.5,315,Rött
2023-09-08,Wolf & Woman,56778,South Africa,750.0,13.5,329,Rött
2023-09-08,Pago de Los Capellanes,83144,Spain,750.0,14.5,319,Rött
2023-09-08,Pujanza,57030,Spain,750.0,14,360,Rött
2023-09-08,Kevin Arnold,6506,South Africa,750.0,14.5,319,Rött
2023-09-08,Schild Estate,53679,Australia,750.0,14.5,359,Rött
2023-09-08,Marqués de Vargas,53675,Spain,750.0,14,369,Rött
2023-09-08,Bruno Giacosa,53753,Italy,750.0,14.5,359,Rött
2023-09-08,Château Malescasse,53819,France,750.0,14.5,349,Rött
2023-09-08,Château Malescasse,53809,France,750.0,14.5,349,Rött
2023-09-08,Corte Giara,53833,Italy,750.0,15,359,Rött
2023-09-08,Bourgogne,53841,France,750.0,13,349,Rött
2023-09-08,Ca Morei,53908,Italy,750.0,13.5,349,Rött
2023-09-08,Chateau de Vullierens Garanoir,53947,Switzerland,750.0,13.5,307,Rött
2023-09-08,Chateau de Vullierens Galotta,53942,Switzerland,750.0,13.5,317,Rött
2023-09-08,Garage Wine,53960,Chile,750.0,13,359,Rött
2023-09-08,Boasso,54034,Italy,750.0,14.5,329,Rött
2023-09-08,Amalia,54105,Italy,750.0,15.5,325,Rött
2023-09-08,Château Bertrand,54144,France,750.0,13.5,319,Rött
2023-09-08,Renato Corino,54148,Italy,750.0,14.5,349,Rött
2023-09-08,Phillipe Colin,54227,France,750.0,13.5,359,Rött
2023-09-08,Chianti Classico,54216,Italy,750.0,14,321,Rött
2023-09-08,Jakkalsvlei,54294,South Africa,750.0,15.5,332,Rött
2023-09-08,Bussola,54287,Italy,750.0,15.5,320,Rött
2023-09-08,Paso las Mañas,54309,Spain,750.0,14,319,Rött
2023-09-08,Pelassa,54302,Italy,750.0,15,369,Rött
2023-09-08,Clos Bartolomé,53052,Spain,750.0,15,335,Rött
2023-09-08,Tenuta Rapitalà,53083,Italy,750.0,14,349,Rött
2023-09-08,Barbera d'Alba Marti,74732,Italy,750.0,14.5,342,Rött
2023-09-08,Periquita,74469,Portugal,750.0,14,351,Rött
2023-09-08,Son Puig,70692,Spain,750.0,14,322,Rött
2023-09-08,Quinta do Pego,78685,Portugal,750.0,14,309,Rött
2023-09-08,Luddite,79765,South Africa,750.0,14.5,355,Rött
2023-09-08,Poggiassai,71177,Italy,750.0,14,329,Rött
2023-09-08,Tábula,76976,Spain,750.0,14.5,368,Rött
2023-09-08,BelColle,74321,Italy,750.0,14,365,Rött
2023-09-08,Vigno,2429,Chile,750.0,14,309,Rött
2023-09-08,Vin Cotto Straveccio,72807,Italy,500.0,14,357,Rött
2023-09-08,Megas Oenos,72182,Greece,750.0,14,325,Rött
2023-09-08,Pietro dal Cero,90630,Italy,375.0,16,349,Rött
2023-09-08,Ken Wright,77691,United States,750.0,13,339,Rött
2023-09-08,Château Bernadotte,79193,France,750.0,13.5,349,Rött
2023-09-08,Rapace,79845,Italy,750.0,14.5,364,Rött
2023-09-08,Perrin,70939,France,750.0,14.5,310,Rött
2023-09-08,3 de Valandraud,75939,France,750.0,14,329,Rött
2023-09-08,Scala Dei Prior,81832,Spain,750.0,14,339,Rött
2023-09-08,Balbiano,73148,Italy,750.0,13,319,Rött
2023-09-08,Campo Morar,71093,Italy,750.0,14,348,Rött
2023-09-08,Elpidios,79032,South Africa,750.0,13,339,Rött
2023-09-08,Spinifex,79155,Australia,750.0,14.5,329,Rött
2023-09-08,BelColle,73572,Italy,750.0,15.5,359,Rött
2023-09-08,Bourgogne Rouge,88219,France,750.0,13,319,Rött
2023-09-08,Brunello di Montalcino,71117,Italy,750.0,15,339,Rött
2023-09-08,The Pirate Blend,72251,Australia,750.0,14,349,Rött
2023-09-08,Gran Padrina,72498,Spain,750.0,13.5,327,Rött
2023-09-08,Langhe,71265,Italy,750.0,14.5,332,Rött
2023-09-08,Meerlust,2026,South Africa,750.0,14,319,Rött
2023-09-08,Ava Vi,76018,Spain,750.0,14.5,368,Rött
2023-09-08,Son Prim,74071,Spain,750.0,14.5,340,Rött
2023-09-08,Son Prim,71026,Spain,750.0,14.5,336,Rött
2023-09-08,Chateau de Marsannay,75363,France,750.0,13.5,329,Rött
2023-09-08,Schug Carneros,70400,United States,750.0,14,349,Rött
2023-09-08,Marion,76587,Italy,750.0,14.5,356,Rött
2023-09-08,Chatêau Grand Barrail,77056,France,750.0,13.5,369,Rött
2023-09-08,Villa dei Baroni,72177,Italy,750.0,14,309,Rött
2023-09-08,Ciliegiolo,72678,Italy,750.0,14,332,Rött
2023-09-08,Gottardi,70253,Italy,750.0,13,355,Rött
2023-09-08,Contucci,72470,Italy,750.0,14,332,Rött
2023-09-08,Contucci,71493,Italy,750.0,14,342,Rött
2023-09-08,Saint-Joseph,72273,France,750.0,13.5,329,Rött
2023-09-08,L'Oriental,72542,France,750.0,15.5,321,Rött
2023-09-08,Conti Ducco,74385,Italy,750.0,13,310,Rött
2023-09-08,LIOCO,72049,United States,750.0,13,339,Rött
2023-09-08,Schioppettino,72679,Italy,750.0,14,327,Rött
2023-09-08,Poggio al Sole,72618,Italy,750.0,14.5,368,Rött
2023-09-08,Barbaresco,72484,Italy,750.0,14.5,300,Rött
2023-09-08,Bembibre,70110,Spain,750.0,15,329,Rött
2023-09-08,Barbera d'Asti Superiore Nizza,71582,Italy,750.0,14.5,336,Rött
2023-09-08,Barbera d'Alba,76075,Italy,750.0,15,319,Rött
2023-09-08,Viña Pomal,79080,Spain,750.0,14,359,Rött
2023-09-08,Kanonkop,79277,South Africa,750.0,14.5,349,Rött
2023-09-08,Farina,79303,Italy,750.0,15,359,Rött
2023-09-08,Allende,70528,Spain,750.0,13.5,309,Rött
2023-09-08,Zonin Amarone,79774,Italy,750.0,15.5,359,Rött
2023-09-08,Roccolo Grassi,73504,Italy,750.0,14.5,354,Rött
2023-09-08,Tenuta Marcati,74016,Italy,750.0,15,305,Rött
2023-09-08,Cinema,76730,Spain,750.0,14.5,330,Rött
2023-09-08,Colección Vivanco,72583,Spain,375.0,13.5,349,Rött
2023-09-08,Taberner,70585,Spain,750.0,15.5,355,Rött
2023-09-08,Sta María de la Piscina,78559,Spain,750.0,14,349,Rött
2023-09-08,Tianna Bocchoris,78629,Spain,750.0,13.5,352,Rött
2023-09-08,Adeo,71937,Italy,750.0,14.5,319,Rött
2023-09-08,Clos Mustardó,75686,Spain,750.0,14.5,332,Rött
2023-09-08,Zlatan Otok,78887,Croatia,750.0,14.5,325,Rött
2023-09-08,Savoia,72911,Italy,750.0,15,303,Rött
2023-09-08,Anjoli,75426,Spain,750.0,15,326,Rött
2023-09-08,P.Lex,73519,Italy,750.0,14.5,355,Rött
2023-09-08,Cónclave,70693,Spain,750.0,13.5,345,Rött
2023-09-08,Rocca di Montemassi,75693,Italy,750.0,14.5,329,Rött
2023-09-08,Saint-Joseph,76143,France,750.0,13,329,Rött
2023-09-08,Viña Ane,73277,Spain,750.0,14,325,Rött
2023-09-08,Barolo,74329,Italy,750.0,14.5,329,Rött
2023-09-08,Montefalco Sagrantino,73736,Italy,750.0,15,319,Rött
2023-09-08,Don Miguel Comenge,72801,Spain,750.0,14.5,356,Rött
2023-09-08,Barolo,76372,Italy,750.0,14,319,Rött
2023-09-08,Granducato,76745,Italy,750.0,13.5,349,Rött
2023-09-08,Planeta,72852,Italy,750.0,13,339,Rött
2023-09-08,Kendall-Jackson,72021,United States,750.0,14.5,319,Rött
2023-09-08,Marqués de Riscal,71338,Spain,750.0,14.5,309,Rött
2023-09-08,Agios Chronos,76098,Greece,750.0,14,325,Rött
2023-09-08,Sfursat,75529,Italy,750.0,16,349,Rött
2023-09-08,MC,75033,Spain,750.0,14.5,359,Rött
2023-09-08,Cambria,75672,United States,750.0,13.5,369,Rött
2023-09-08,Barbaresco,71374,Italy,750.0,14.5,300,Rött
2023-09-08,Massolino Barolo,92391,Italy,750.0,14,379,Rött
2023-09-08,Château Fleur Pourret,92185,France,750.0,13,399,Rött
2023-09-08,Châteauneuf-du-Pape Les Cailloux,79121,France,750.0,14,389,Rött
2023-09-08,Château Belgrave,3925,France,750.0,13.5,399,Rött
2023-09-08,Louis M Martini,6723,United States,750.0,15,399,Rött
2023-09-08,Savigny-lès-Beaune Les Lavières,2594,France,750.0,13.5,399,Rött
2023-09-08,Diamine,92415,Italy,2000.0,12,429,Rött
2023-09-08,Marimar Estate,74480,United States,750.0,13.5,429,Rött
2023-09-08,Domaine Santa Duc,92084,France,750.0,14,449,Rött
2023-09-08,Marsannay Rouge,91287,France,750.0,13.5,399,Rött
2023-09-08,Château Chasse-Spleen,90376,France,750.0,13.5,373,Rött
2023-09-08,Le Petit Ducru de Ducru-Beaucaillou,92041,France,750.0,14.5,399,Rött
2023-09-08,Castello di Verduno,93008,Italy,750.0,14,399,Rött
2023-09-08,Brunello di Montalcino,95184,Italy,750.0,14.5,399,Rött
2023-09-08,Göteborg 400 år typ,39514,European Union,750.0,14,399,Rött
2023-09-08,Racines de Ciel,95268,Canada,750.0,11.5,399,Rött
2023-09-08,Brunello di Montalcino,95673,Italy,750.0,14.5,422,Rött
2023-09-08,Schubert Marion’s Vineyard,92782,New Zealand,750.0,14,399,Rött
2023-09-08,Châteuneuf-du-Pape Pie VI,93041,France,750.0,15,449,Rött
2023-09-08,Le Puy,93125,France,750.0,13,389,Rött
2023-09-08,JIm Barry,92292,Australia,750.0,14,395,Rött
2023-09-08,Clonakilla,93357,Australia,750.0,13,401,Rött
2023-09-08,Domaine de Beaurenard,90154,France,750.0,15,379,Rött
2023-09-08,A Lisa,92497,Argentina,1500.0,13.5,449,Rött
2023-09-08,Greystone Vineyard,92488,New Zealand,750.0,13.5,399,Rött
2023-09-08,Gran Clos,93124,Spain,750.0,15,389,Rött
2023-09-08,Amarone della Valpolicella,92258,Italy,750.0,16,394,Rött
2023-09-08,Dog Point Pinot Noir,93163,New Zealand,750.0,13.5,379,Rött
2023-09-08,Marsannay Rouge,90543,France,750.0,13,399,Rött
2023-09-08,Munjebel,92935,Italy,750.0,14,395,Rött
2023-09-08,La Fleur VivaltuS,92816,Spain,750.0,14.5,419,Rött
2023-09-08,Casa Emma,90452,Italy,750.0,14,399,Rött
2023-09-08,Jolie Laide,93135,United States,750.0,12.5,395,Rött
2023-09-08,Clos Puy Arnaud,90570,France,750.0,14,449,Rött
2023-09-08,Lambert,92857,Australia,750.0,13.5,379,Rött
2023-09-08,Cune Imperial,95274,Spain,750.0,14,442,Rött
2023-09-08,Vingården i Klagshamn,39921,Sweden,750.0,12,395,Rött
2023-09-08,Villa de Corullón,92338,Spain,750.0,14,395,Rött
2023-09-08,Joseph Drouhin Savigny,92878,France,750.0,14.5,429,Rött
2023-09-08,Valtuille Cepas Centenarias,93045,Spain,750.0,13.5,399,Rött
2023-09-08,Savigny-les Beaune Clos des Godeaux,94029,France,750.0,14.5,419,Rött
2023-09-08,Poliziano,90246,Italy,750.0,14,442,Rött
2023-09-08,Bruna Grimaldi,91702,Italy,750.0,14.5,439,Rött
2023-09-08,Tococo,90180,Chile,750.0,13,379,Rött
2023-09-08,Burn Cottage,92448,New Zealand,750.0,13,399,Rött
2023-09-08,Pfitscher,92680,Italy,750.0,13.5,399,Rött
2023-09-08,Markus Molitor,92906,Germany,750.0,13.5,435,Rött
2023-09-08,S.C. Pannell,93079,Australia,750.0,14.5,399,Rött
2023-09-08,Chateau Maucaillou,93325,France,750.0,13.5,389,Rött
2023-09-08,Veronica Ortega,94819,Spain,750.0,12.5,389,Rött
2023-09-08,Pago de Carraovejas,93108,Spain,750.0,15,399,Rött
2023-09-08,K Motor,92071,United States,750.0,14.5,399,Rött
2023-09-08,Veronica Ortega,93974,Spain,750.0,13.5,375,Rött
2023-09-08,Veronica Ortega,93624,Spain,750.0,13,375,Rött
2023-09-08,Barbaresco Rabajà,94244,Italy,750.0,14,449,Rött
2023-09-08,Brunello di Montalcino,93123,Italy,750.0,14.5,449,Rött
2023-09-08,Thalarn Syrah,90392,Spain,750.0,13,379,Rött
2023-09-08,Clos de Los Siete,92103,Argentina,1500.0,14.5,443,Rött
2023-09-08,Benevelli,94910,Italy,750.0,14.5,444,Rött
2023-09-08,Brunello di Montalcino,12330,Italy,750.0,14.5,399,Rött
2023-09-08,Achaval-Ferrer,91120,Argentina,750.0,15,395,Rött
2023-09-08,Castro Candaz,93154,Spain,750.0,13,379,Rött
2023-09-08,Paolo Scavino Barolo,92628,Italy,750.0,14.5,389,Rött
2023-09-08,Château de Fieuzal,90305,France,750.0,14,434,Rött
2023-09-08,Munjebel,92863,Italy,750.0,15,395,Rött
2023-09-08,Barolo Bricco delle Viole,93269,Italy,750.0,14.5,449,Rött
2023-09-08,Chateau de Chambrun,90620,France,750.0,14.5,376,Rött
2023-09-08,Ziereisen Rhini,95007,Germany,750.0,13.5,424,Rött
2023-09-08,Piedefranco,94533,Italy,750.0,13,389,Rött
2023-09-08,Chateau Larrivet Haut-Brion,90380,France,750.0,13.5,412,Rött
2023-09-08,Barolo,94918,Italy,750.0,14.5,444,Rött
2023-09-08,Long Meadow Ranch,94920,United States,750.0,13.5,401,Rött
2023-09-08,Pikes Dogwalk,92125,Australia,750.0,13.5,399,Rött
2023-09-08,Clos de Los Siete,93505,Argentina,1500.0,14.5,445,Rött
2023-09-08,Boekenhoutskloof,79374,South Africa,750.0,14,399,Rött
2023-09-08,Carema,92899,Italy,750.0,13,449,Rött
2023-09-08,Barolo Ravera di Monforte,92587,Italy,750.0,14.5,449,Rött
2023-09-08,Barolo Le Coste di Monforte,92529,Italy,750.0,14.5,449,Rött
2023-09-08,Barbaresco Mondino,90082,Italy,750.0,14.5,413,Rött
2023-09-08,Kanonkop,92012,South Africa,750.0,13,449,Rött
2023-09-08,Garnacha di Vina Bonita,95189,Spain,750.0,14,404,Rött
2023-09-08,Kershaw Clonal Selection Elgin Syrah,95595,South Africa,750.0,14,399,Rött
2023-09-08,Valtuille,93563,Spain,750.0,13.5,379,Rött
2023-09-08,Ronchi di Cialla,94760,Italy,750.0,12,395,Rött
2023-09-08,Seghesio,93023,United States,750.0,15,414,Rött
2023-09-08,Leeuwin Estate,94091,Australia,750.0,13.5,420,Rött
2023-09-08,Ex Post Facto,94410,United States,750.0,15,399,Rött
2023-09-08,Amy's,90346,Australia,1500.0,13.5,429,Rött
2023-09-08,Villa de Corullón,94292,Spain,750.0,13.5,399,Rött
2023-09-08,Pegaso,90458,Spain,750.0,14.5,395,Rött
2023-09-08,Pegaso,92648,Spain,750.0,14.5,395,Rött
2023-09-08,Marsannay,93298,France,750.0,13,389,Rött
2023-09-08,Crystallum,93432,South Africa,750.0,14,389,Rött
2023-09-08,Crystallum,93433,South Africa,750.0,13.5,389,Rött
2023-09-08,Crystallum,93454,South Africa,750.0,13.5,389,Rött
2023-09-08,Baron de Brane,91311,France,750.0,14,379,Rött
2023-09-08,I Castagni,93014,Italy,750.0,14.5,424,Rött
2023-09-08,Savigny-Les-Beaune,58020,France,750.0,13.5,379,Rött
2023-09-08,La Bastide Blanche,2262,France,1500.0,14.5,377,Rött
2023-09-08,Juan Gil,55992,Spain,1500.0,15,379,Rött
2023-09-08,Istine,52199,Italy,750.0,14,409,Rött
2023-09-08,Brunello di Montalcino,51392,Italy,750.0,14.5,425,Rött
2023-09-08,Clos Cibonne,58141,France,750.0,14.5,395,Rött
2023-09-08,Mas Amiel,57234,France,750.0,17,399,Rött
2023-09-08,Brunello di Montalcino,51716,Italy,750.0,15,439,Rött
2023-09-08,Domaine de la Bolliattaz,51853,Switzerland,750.0,13.5,418,Rött
2023-09-08,La Rosa,52981,Spain,750.0,14,442,Rött
2023-09-08,Sancerre La Noue,54349,France,750.0,14,399,Rött
2023-09-08,Tenuta Rocca Barolo,59726,Italy,750.0,15,379,Rött
2023-09-08,Weingut am Stein,59856,Germany,750.0,13,383,Rött
2023-09-08,Domaine Chateauneuf-du-Pape,57538,France,750.0,15,444,Rött
2023-09-08,Reyneke,57833,South Africa,750.0,13,449,Rött
2023-09-08,Sei,71918,Italy,750.0,14,375,Rött
2023-09-08,Chateau Segue Longue,86351,France,1500.0,13,399,Rött
2023-09-08,Chinon Les Petites Roches,84908,France,1500.0,13.5,399,Rött
2023-09-08,Château Juvenal,55122,France,1500.0,15,419,Rött
2023-09-08,Clivelles de l'Alzina,55410,Spain,750.0,14.5,399,Rött
2023-09-08,Bret Brothers,55452,France,750.0,12.5,395,Rött
2023-09-08,Chateau la Rouvière,55496,France,750.0,15,394,Rött
2023-09-08,Chateau la Rouvière,55494,France,750.0,14.5,394,Rött
2023-09-08,Lano Gianluigi,55527,Italy,750.0,14.5,423,Rött
2023-09-08,Brandini La Morra,55630,Italy,750.0,14.5,439,Rött
2023-09-08,Weingut Am Stein,55700,Germany,750.0,12.5,385,Rött
2023-09-08,Jean Leon,56458,Spain,750.0,14.5,399,Rött
2023-09-08,Podere Brizio,53776,Italy,750.0,14,419,Rött
2023-09-08,Domaine Duseigneur,54343,France,750.0,15.5,449,Rött
2023-09-08,Augustus,79684,Spain,750.0,15,385,Rött
2023-09-08,Le Bertarole Podere Cariano,74029,Italy,750.0,15,377,Rött
2023-09-08,Chianti Classico,71600,Italy,750.0,14,399,Rött
2023-09-08,Châteauneuf-du-Pape,70503,France,750.0,15,399,Rött
2023-09-08,Tenuta Buon Tempo,75067,Italy,750.0,14.5,449,Rött
2023-09-08,Heartland One,2511,Australia,750.0,15,399,Rött
2023-09-08,Saint-Joseph Reflet,58633,France,750.0,13.5,449,Rött
2023-09-08,Rumi,74065,United States,750.0,14.1,370,Rött
2023-09-08,Momento Massimo,70863,Italy,750.0,14,380,Rött
2023-09-08,R.Dumont,74072,France,750.0,13,399,Rött
2023-09-08,Cont'Ugo,50578,Italy,750.0,14.5,399,Rött
2023-09-08,Brunello di Montalcino,50818,Italy,750.0,14.5,434,Rött
2023-09-08,Château Bouscassé,59228,France,750.0,14,379,Rött
2023-09-08,Zenato,52695,Italy,500.0,14,429,Rött
2023-09-08,Matthew Van Heerden,52702,South Africa,750.0,12.5,375,Rött
2023-09-08,Château Laroze,93535,France,750.0,14,449,Rött
2023-09-08,Rusel,73764,Italy,750.0,14.5,379,Rött
2023-09-08,Juan Gil,73333,Spain,750.0,15.5,379,Rött
2023-09-08,Pegaso,54479,Spain,750.0,14.5,399,Rött
2023-09-08,Tenuta Buon Tempo,54568,Italy,750.0,14.5,379,Rött
2023-09-08,Les Eres Vinyes Velles,54817,Spain,750.0,15,409,Rött
2023-09-08,Chateau Leognan,55549,France,750.0,13,444,Rött
2023-09-08,TOCS,55547,Spain,750.0,15,385,Rött
2023-09-08,Château Bouscassé,92875,France,750.0,14,379,Rött
2023-09-08,Virtus,56904,Spain,750.0,14.5,379,Rött
2023-09-08,Jacobsdal,53524,South Africa,1500.0,14.5,389,Rött
2023-09-08,Torre D'Orti,71824,Italy,750.0,16.5,375,Rött
2023-09-08,Yarden,71037,Golan Heights (Israeli Settlement),750.0,14.5,449,Rött
2023-09-08,Anthonij Rupert,52153,South Africa,750.0,14.5,449,Rött
2023-09-08,Castellare di Castellina,52924,Italy,750.0,14.5,395,Rött
2023-09-08,Barolo,53087,Italy,750.0,14,395,Rött
2023-09-08,Felix Martinez Lacuesta,52601,Spain,750.0,13.5,437,Rött
2023-09-08,Pernand-Vergelesses,50877,France,750.0,13,399,Rött
2023-09-08,Produttori del Barbaresco,50095,Italy,750.0,14.5,399,Rött
2023-09-08,StoneCastle,50989,Kosovo,750.0,13.5,379,Rött
2023-09-08,StoneCastle,53709,Kosovo,750.0,13.5,379,Rött
2023-09-08,Fontanabianca,51486,Italy,750.0,14,419,Rött
2023-09-08,Fontanabianca Barbaresco,51977,Italy,750.0,14,419,Rött
2023-09-08,T.I.L.I.A,50683,Slovenia,750.0,14.5,418,Rött
2023-09-08,Casas Patronales,52889,Chile,750.0,14.5,379,Rött
2023-09-08,Cap Maritime,57305,South Africa,750.0,14,389,Rött
2023-09-08,Matosin Ljungbyholm Crveno Babic,53780,Croatia,750.0,14,399,Rött
2023-09-08,Matosin Ljungbyholm Crveno Babic,55604,Croatia,750.0,14,389,Rött
2023-09-08,Matosin Ljungbyholm Crveno Babic,55620,Croatia,750.0,13,379,Rött
