id,name,country,volume,alcohol_volume,price,type
Nr 77067,Enzo Boglietti,Italy,750.0,14.5,201,Rött
Nr 71710,L'Iroso,Italy,750.0,14,468,Rött
Nr 76280,L'Amarone Casa dei Bepi,Italy,750.0,16,749,Rött
Nr 74385,Conti Ducco,Italy,750.0,13,310,Rött
Nr 75652,Diano d'Alba,Italy,750.0,13,191,Rött
Nr 72679,Schioppettino,Italy,750.0,14,332,Rött
Nr 70915,Valpolicella Classico Superiore,Italy,750.0,13,205,Rött
Nr 72618,Poggio al Sole,Italy,750.0,14.5,370,Rött
Nr 74323,Dogarina,Italy,750.0,12.5,127,Rött
Nr 78831,Lilliano Ruspoli,Italy,750.0,14.5,401,Rött
Nr 79145,Anima di Primitivo di Manduria,Italy,750.0,14.5,193,Rött
Nr 79674,La Carlina,Italy,750.0,14,240,Rött
Nr 76342,La Carlina,Italy,750.0,15,240,Rött
Nr 76847,Vini Tonon,Italy,750.0,12.5,125,Rött
Nr 78215,Monte Santoccio,Italy,750.0,13,211,Rött
Nr 79004,Valplazza Rovellotti,Italy,750.0,13.5,200,Rött
Nr 79049,Concentus,Italy,750.0,14,370,Rött
Nr 74529,Antolini,Italy,750.0,13,220,Rött
Nr 76082,Entis,Italy,750.0,14.5,477,Rött
Nr 74724,Valpolicella Ripasso Classico Superiore,Italy,750.0,14.5,300,Rött
Nr 75087,Barolo,Italy,750.0,14.5,350,Rött
Nr 73054,Brunello di Montalcino,Italy,750.0,14.5,741,Rött
Nr 72562,Amarone della Valpolicella Classico,Italy,750.0,16.5,540,Rött
Nr 75301,Bonazzi Badin,Italy,750.0,16,326,Rött
Nr 76357,Savoia,Italy,750.0,14.5,278,Rött
Nr 75810,Pojega,Italy,750.0,14.5,151,Rött
Nr 72616,Monte Santoccio,Italy,750.0,14,261,Rött
Nr 71939,Santoccio Rosso,Italy,750.0,15,299,Rött
Nr 72398,Valpolicella Superiore,Italy,750.0,14.5,390,Rött
Nr 71548,Amarone Della Valpolicella Classico,Italy,750.0,15.5,393,Rött
Nr 78306,Amarone Classico Riserva,Italy,750.0,16,851,Rött
Nr 70543,Le Fonti,Italy,750.0,13.5,237,Rött
Nr 55450,Marco Porello,Italy,750.0,14,177,Rött
Nr 55687,Vespamaro,Italy,750.0,12.5,129,Rött
Nr 55740,Drago Rosso,Italy,750.0,14,166,Rött
Nr 56060,Matteo Correggia,Italy,750.0,14.5,373,Rött
Nr 56606,Benedetti & Grigi,Italy,750.0,15.5,341,Rött
Nr 56179,Brunello di Montalcino,Italy,750.0,13.5,651,Rött
Nr 78258,Nervi,Italy,750.0,13.5,551,Rött
Nr 79930,Amarone Della Valpolicella Classico,Italy,750.0,15,299,Rött
Nr 76380,Wongraven Alleanza,Italy,750.0,13,131,Rött
Nr 78271,Stockholms Studentsångare,Italy,750.0,15,171,Rött
Nr 78690,Castello del Poggio,Italy,750.0,13.5,121,Rött
Nr 76779,Rubesco,Italy,750.0,14.5,451,Rött
Nr 78643,Zengarello,Italy,750.0,13,121,Rött
Nr 77277,BelColle Barolo,Italy,1500.0,14.5,987,Rött
Nr 74076,Amarone della Valpolicella Classico,Italy,750.0,15.5,429,Rött
Nr 78852,Barbera d'Alba,Italy,750.0,15.5,322,Rött
Nr 73807,Barbaresco,Italy,750.0,14.5,401,Rött
Nr 72731,Barolo,Italy,750.0,14.5,561,Rött
Nr 78534,Barolo,Italy,750.0,14.5,701,Rött
Nr 78883,Barolo,Italy,750.0,14.5,561,Rött
Nr 71745,Morella Primitivo,Italy,750.0,14.5,499,Rött
Nr 72902,Silvio Nardi,Italy,750.0,13.5,300,Rött
Nr 75227,Vini Rabasco,Italy,750.0,12,259,Rött
Nr 72573,Cantina Lavis,Italy,750.0,12.5,151,Rött
Nr 70283,Valpolicella Ripasso Classico Superiore,Italy,750.0,15,266,Rött
Nr 92377,Radici Taurasi,Italy,750.0,13.5,361,Rött
Nr 76907,Chianti Classico,Italy,750.0,13,171,Rött
Nr 72691,Enigma,Italy,750.0,15,181,Rött
Nr 70843,La Court,Italy,750.0,14,381,Rött
Nr 77853,Demarie,Italy,750.0,14,141,Rött
Nr 78854,Demarie,Italy,750.0,13,121,Rött
Nr 81487,Amarone della Valpolicella,Italy,750.0,16.5,732,Rött
Nr 86418,Garesio,Italy,750.0,14.5,221,Rött
Nr 80027,Garesio,Italy,750.0,14,350,Rött
Nr 81690,Trediberri,Italy,750.0,14.5,191,Rött
Nr 82581,Castello di Bossi Chianti Classico,Italy,750.0,14.5,321,Rött
Nr 50011,Campogiani,Italy,750.0,14,198,Rött
Nr 50112,Pineto,Italy,375.0,5,100,Rött
Nr 50200,La Vicina,Italy,1000.0,14.5,81,Rött
Nr 50188,Saltner,Italy,750.0,13.5,400,Rött
Nr 50461,Mauro Molino,Italy,750.0,13.5,190,Rött
Nr 50773,Barolo,Italy,750.0,14.5,389,Rött
Nr 50759,Banfi,Italy,750.0,13,161,Rött
Nr 50818,Brunello di Montalcino,Italy,750.0,14.5,440,Rött
Nr 51054,Montresor,Italy,750.0,14,106,Rött
Nr 51123,Barbaresco,Italy,750.0,14.5,297,Rött
Nr 72823,Biscardo,Italy,750.0,14,151,Rött
Nr 76297,Monte Vibiano,Italy,750.0,14.5,321,Rött
Nr 79189,Mazzi,Italy,750.0,16,550,Rött
Nr 78653,Granducato,Italy,750.0,12.5,191,Rött
Nr 79841,Granducato,Italy,750.0,13,241,Rött
Nr 74096,Severina,Italy,750.0,14,201,Rött
Nr 72345,Tommasi,Italy,3000.0,15,1604,Rött
Nr 72388,Rosa d'Amore,Italy,750.0,5,161,Rött
Nr 72912,Sud,Italy,750.0,13.5,101,Rött
Nr 75265,Amarone della Valpolicella Classico,Italy,750.0,15.5,971,Rött
Nr 73542,Hipster,Italy,750.0,13,134,Rött
Nr 72324,Rondineto,Italy,750.0,12.5,106,Rött
Nr 70581,Fòla,Italy,750.0,15,284,Rött
Nr 70295,Savini,Italy,750.0,13.5,277,Rött
Nr 70064,Gran Mauro,Italy,750.0,14,101,Rött
Nr 75084,Viticoltori Casorzo,Italy,750.0,13,138,Rött
Nr 75167,Muncup,Italy,750.0,12.5,126,Rött
Nr 76473,"Barbera d´Alba ""Le Masche""",Italy,750.0,14.5,261,Rött
Nr 73842,Aglianico,Italy,750.0,14,333,Rött
Nr 22350,Tommasi,Italy,1500.0,15,692,Rött
Nr 73574,Amarone della Valpolicella,Italy,750.0,16,402,Rött
Nr 71582,Barbera d'Asti Superiore Nizza,Italy,750.0,14.5,341,Rött
Nr 76075,Barbera d'Alba,Italy,750.0,15,281,Rött
Nr 74151,Castel Sallegg,Italy,750.0,13,235,Rött
Nr 79018,Clivus,Italy,750.0,13.5,131,Rött
Nr 71972,Le Ville di Antanè,Italy,750.0,15,261,Rött
Nr 79331,Vietti,Italy,750.0,14,251,Rött
Nr 70149,Barbera d'Alba,Italy,750.0,14.5,180,Rött
Nr 72491,Langhe Nebbiolo,Italy,750.0,14,201,Rött
Nr 70621,Solers,Italy,750.0,13.5,149,Rött
Nr 79552,Bertani,Italy,750.0,15.5,402,Rött
Nr 70619,Castiglion del Bosco,Italy,750.0,15,501,Rött
Nr 79870,Villa Simone,Italy,750.0,13.5,245,Rött
Nr 73812,Brunello di Montalcino,Italy,750.0,14.5,281,Rött
Nr 75941,Rosso di Montalcino,Italy,750.0,13.5,179,Rött
Nr 72802,Massimago,Italy,750.0,16.5,642,Rött
Nr 74029,Le Bertarole Podere Cariano,Italy,750.0,15,379,Rött
Nr 74280,Bertani,Italy,750.0,13.5,191,Rött
Nr 73821,Campo Leòn,Italy,750.0,16,305,Rött
Nr 74644,Il Grigio,Italy,750.0,13.5,221,Rött
Nr 78347,C'D'C,Italy,750.0,13.5,141,Rött
Nr 71600,Chianti Classico,Italy,750.0,13.5,391,Rött
Nr 71937,Adeo,Italy,750.0,14.5,272,Rött
Nr 78936,Elvio 1,Italy,750.0,14,100,Rött
Nr 73519,P.Lex,Italy,750.0,14.5,341,Rött
Nr 72268,Sasseo,Italy,750.0,14.5,141,Rött
Nr 75953,Barbera del Monferrato,Italy,750.0,14.5,187,Rött
Nr 74329,Barolo,Italy,750.0,14.5,281,Rött
Nr 72210,Rosso di Montalcino,Italy,750.0,14,288,Rött
Nr 74937,Damoli Checo,Italy,750.0,15.5,558,Rött
Nr 70163,Barolo,Italy,750.0,14.5,391,Rött
Nr 70413,Brunello di Montalcino,Italy,750.0,14,401,Rött
Nr 71265,Langhe,Italy,750.0,14.5,283,Rött
Nr 82403,Tommasi Poggio al Tufo,Italy,750.0,13,191,Rött
Nr 70979,Rocca di Montemassi,Italy,750.0,13,101,Rött
Nr 72537,Èrema,Italy,750.0,14.5,170,Rött
Nr 82318,Barbera d'Alba,Italy,750.0,14.5,241,Rött
Nr 72704,Brigaldara,Italy,750.0,13,131,Rött
Nr 78313,Tano,Italy,750.0,13,246,Rött
Nr 76101,Barbera d'Alba,Italy,750.0,13.5,171,Rött
Nr 77682,Damoli,Italy,750.0,14,274,Rött
Nr 78834,Vietti,Italy,1500.0,14,562,Rött
Nr 70512,Brunello di Montalcino,Italy,750.0,15,471,Rött
Nr 76584,Borgogno,Italy,750.0,14,471,Rött
Nr 79322,Robbione,Italy,750.0,15,340,Rött
Nr 75910,Barbaresco Canova,Italy,750.0,14,401,Rött
Nr 74522,Valletta,Italy,750.0,14.5,277,Rött
Nr 75444,Barolo,Italy,750.0,13.5,500,Rött
Nr 75234,Podere,Italy,750.0,13,98,Rött
Nr 77516,Piccini,Italy,750.0,13,101,Rött
Nr 76440,Torre Mora,Italy,750.0,13,181,Rött
Nr 73849,Dolcetto Diano d´alba,Italy,750.0,13,245,Rött
Nr 77381,Barolo Teodoro,Italy,750.0,14.5,698,Rött
Nr 77192,Nebbiolo d'Alba,Italy,750.0,14.5,275,Rött
Nr 76054,Franz Haas,Italy,750.0,13.5,281,Rött
Nr 79904,La Spinetta,Italy,750.0,14.5,1601,Rött
Nr 76789,La Spinetta,Italy,750.0,14.5,1601,Rött
Nr 78729,Marrone,Italy,750.0,14.5,521,Rött
Nr 71930,Foglio 38,Italy,750.0,14.5,522,Rött
Nr 75134,Roche d´Ampsej,Italy,750.0,14.5,373,Rött
Nr 75726,Montecariano,Italy,750.0,14,196,Rött
Nr 70803,Baracchi,Italy,750.0,14,201,Rött
Nr 75201,Tre Rocche,Italy,750.0,14,179,Rött
Nr 72028,Valpolicella Classico Superiore,Italy,750.0,14,186,Rött
Nr 70193,Ripa delle More,Italy,750.0,14,300,Rött
Nr 70105,BorgoFulvia,Italy,750.0,12.5,97,Rött
Nr 78303,Barolo Briccolina,Italy,750.0,14,1351,Rött
Nr 71061,Mauro Sebaste,Italy,750.0,14.5,201,Rött
Nr 70370,Harlequin,Italy,750.0,15,3402,Rött
Nr 73317,Trigaio,Italy,750.0,13,141,Rött
Nr 78195,La Sabla,Italy,750.0,14.5,161,Rött
Nr 78396,Brecciarolo Velenosi,Italy,750.0,13.5,122,Rött
Nr 75620,Tifeo,Italy,750.0,14,209,Rött
Nr 78511,G.D. Vajra,Italy,750.0,14,201,Rött
Nr 74765,Fattoria Poggerino,Italy,750.0,14.5,321,Rött
Nr 75169,Vermentino Nero,Italy,750.0,13.5,261,Rött
Nr 75974,La Prima,Italy,750.0,14,397,Rött
Nr 73719,Casina Valle Asinari,Italy,750.0,14.5,177,Rött
Nr 78753,Rizzardi,Italy,750.0,16,287,Rött
Nr 74664,Tezza,Italy,750.0,15,361,Rött
Nr 75346,Barbera d'Alba Punta,Italy,750.0,15,261,Rött
Nr 73520,Terre Magre,Italy,750.0,13,141,Rött
Nr 79970,Bruno Giacosa,Italy,750.0,14,401,Rött
Nr 74812,BelColle,Italy,1500.0,14.5,901,Rött
Nr 75781,San Leonardo,Italy,750.0,13,701,Rött
Nr 76930,Rosso di Montalcino,Italy,750.0,14,467,Rött
Nr 71787,Le Bolle,Italy,750.0,13,496,Rött
Nr 80089,Marco Cecchini,Italy,750.0,13,252,Rött
Nr 83913,Sole e Roccia,Italy,750.0,13.5,431,Rött
Nr 83615,Bonarda,Italy,750.0,14,171,Rött
Nr 80023,Terrazze,Italy,750.0,13,197,Rött
Nr 50193,Lareith,Italy,750.0,13,370,Rött
Nr 71265,Langhe,Italy,750.0,14.5,283,Rött
Nr 82403,Tommasi Poggio al Tufo,Italy,750.0,13,191,Rött
Nr 70979,Rocca di Montemassi,Italy,750.0,13,101,Rött
Nr 72537,Èrema,Italy,750.0,14.5,170,Rött
Nr 82318,Barbera d'Alba,Italy,750.0,14.5,241,Rött
Nr 72704,Brigaldara,Italy,750.0,13,131,Rött
Nr 57362,Prunotto,Italy,750.0,14.5,141,Rött
Nr 57539,Cantina del Glincine,Italy,750.0,14.5,430,Rött
Nr 57710,Rabàh,Italy,750.0,14,111,Rött
Nr 57716,Buscareto,Italy,750.0,13,121,Rött
Nr 57744,Antico,Italy,750.0,13.5,170,Rött
Nr 53368,Le Guaite di Noemi,Italy,750.0,16,502,Rött
Nr 57823,Réva,Italy,750.0,14,246,Rött
Nr 57872,Acinatico,Italy,750.0,14,211,Rött
Nr 57880,Tazzelenghe,Italy,750.0,11.5,281,Rött
Nr 57881,Paxxo,Italy,750.0,14.5,271,Rött
Nr 51264,Tenuta Carlin de Paolo,Italy,750.0,13,151,Rött
Nr 51359,Michele Satta,Italy,750.0,13.5,331,Rött
Nr 51442,Torre d'Orti,Italy,750.0,14.5,246,Rött
Nr 51465,Mauro Molino,Italy,750.0,14.5,470,Rött
Nr 51576,Ratti,Italy,750.0,14.5,1001,Rött
Nr 51648,Novello,Italy,750.0,12,141,Rött
Nr 51746,Cleto Chiarli,Italy,750.0,8,130,Rött
Nr 52469,La Gironda Monferatto,Italy,750.0,15.5,292,Rött
Nr 52578,Langhe Rosso Rossoluna,Italy,750.0,14.5,231,Rött
Nr 52642,Fontaleoni,Italy,750.0,13.5,180,Rött
Nr 52676,Nizza Reserva Bricco Roche,Italy,750.0,16,442,Rött
Nr 52832,Barbaresco,Italy,750.0,15,321,Rött
Nr 52865,Giribaldi,Italy,750.0,14.5,341,Rött
Nr 53204,Monte Maletto,Italy,750.0,13,221,Rött
Nr 53381,Pian Scorrone,Italy,750.0,14.5,141,Rött
Nr 76025,Crescendo,Italy,750.0,14.5,301,Rött
Nr 74380,Corpo Notte,Italy,750.0,14.5,401,Rött
Nr 75814,Terre,Italy,1500.0,13,332,Rött
Nr 74710,San Calisto,Italy,750.0,12.5,471,Rött
Nr 72700,Villa Rosa,Italy,750.0,14,421,Rött
Nr 57932,Scarpa,Italy,750.0,13.5,451,Rött
Nr 57938,Lessona,Italy,750.0,14,401,Rött
Nr 57999,Pelago,Italy,750.0,14,301,Rött
Nr 58008,Barbera d'Alba,Italy,750.0,14,300,Rött
Nr 58047,Barolo,Italy,750.0,14.5,501,Rött
Nr 58205,ColleFirata,Italy,750.0,13.5,216,Rött
Nr 82293,Ruffino Greppone Mazzi,Italy,750.0,15,501,Rött
Nr 58260,Monte Zovo,Italy,750.0,14.5,171,Rött
Nr 58312,Selezione di Famiglia,Italy,750.0,14.5,136,Rött
Nr 58352,BelColle,Italy,1500.0,14.5,971,Rött
Nr 58365,Monte Zovo,Italy,750.0,16,402,Rött
Nr 58520,Colombaia,Italy,750.0,13,310,Rött
Nr 58534,Profumo Di Vulcano,Italy,750.0,13.5,1001,Rött
Nr 58573,La Massa,Italy,750.0,13.5,321,Rött
Nr 52402,Villa Mangiacane,Italy,750.0,14,178,Rött
Nr 52365,Villa Mangiacane,Italy,750.0,14.5,241,Rött
Nr 52270,Villa Mangiacane,Italy,750.0,14.5,261,Rött
Nr 53670,La Bonnarda,Italy,750.0,13.5,265,Rött
Nr 53894,Casisano,Italy,750.0,14,421,Rött
Nr 53896,Casisano,Italy,750.0,13.5,191,Rött
Nr 58639,Casisano,Italy,750.0,14,481,Rött
Nr 58780,Fattoria Rodano,Italy,750.0,14.5,226,Rött
Nr 58807,Ciabot Russ,Italy,750.0,14.5,191,Rött
Nr 58889,Gheppio,Italy,750.0,13,131,Rött
Nr 58902,Conterno,Italy,750.0,14.5,646,Rött
Nr 59051,Torre D'Orti,Italy,3000.0,16.5,1511,Rött
Nr 59063,Puritani,Italy,750.0,13.5,330,Rött
Nr 59332,Pecchenino,Italy,750.0,14,241,Rött
Nr 59367,Gutturnio,Italy,750.0,12.5,160,Rött
Nr 59420,Lorlando,Italy,750.0,13.6,171,Rött
Nr 73719,Casina Valle Asinari,Italy,750.0,14.5,177,Rött
Nr 78753,Rizzardi,Italy,750.0,16,287,Rött
Nr 74664,Tezza,Italy,750.0,15,361,Rött
Nr 75346,Barbera d'Alba Punta,Italy,750.0,15,261,Rött
Nr 73520,Terre Magre,Italy,750.0,13,141,Rött
Nr 79970,Bruno Giacosa,Italy,750.0,14,401,Rött
Nr 74812,BelColle,Italy,1500.0,14.5,901,Rött
Nr 75781,San Leonardo,Italy,750.0,13,701,Rött
Nr 76930,Rosso di Montalcino,Italy,750.0,14,467,Rött
Nr 71787,Le Bolle,Italy,750.0,13,496,Rött
Nr 80089,Marco Cecchini,Italy,750.0,13,252,Rött
Nr 83913,Sole e Roccia,Italy,750.0,13.5,431,Rött
Nr 83615,Bonarda,Italy,750.0,14,171,Rött
Nr 80023,Terrazze,Italy,750.0,13,197,Rött
Nr 50193,Lareith,Italy,750.0,13,370,Rött
Nr 50674,Pasqua,Italy,750.0,14,111,Rött
Nr 50814,Prunotto,Italy,750.0,14,191,Rött
Nr 50952,Barbaresco,Italy,750.0,14.5,321,Rött
Nr 50976,Mani di Bacco,Italy,750.0,14.5,280,Rött
Nr 51053,Montresor,Italy,750.0,15,281,Rött
Nr 57910,Sperino,Italy,750.0,14,651,Rött
Nr 57932,Scarpa,Italy,750.0,13.5,451,Rött
Nr 57938,Lessona,Italy,750.0,14,401,Rött
Nr 57999,Pelago,Italy,750.0,14,301,Rött
Nr 58008,Barbera d'Alba,Italy,750.0,14,300,Rött
Nr 58047,Barolo,Italy,750.0,14.5,501,Rött
Nr 58205,ColleFirata,Italy,750.0,13.5,216,Rött
Nr 82293,Ruffino Greppone Mazzi,Italy,750.0,15,501,Rött
Nr 58260,Monte Zovo,Italy,750.0,14.5,171,Rött
Nr 58312,Selezione di Famiglia,Italy,750.0,14.5,136,Rött
Nr 51465,Mauro Molino,Italy,750.0,14.5,470,Rött
Nr 51576,Ratti,Italy,750.0,14.5,1001,Rött
Nr 51648,Novello,Italy,750.0,12,141,Rött
Nr 51746,Cleto Chiarli,Italy,750.0,8,130,Rött
Nr 71400,Medolago Albani,Italy,750.0,13,186,Rött
Nr 74736,Langhe,Italy,750.0,14,266,Rött
Nr 73351,Barbera d'Asti Superiore,Italy,750.0,15,231,Rött
Nr 70708,Bertoldi Manuele,Italy,750.0,14,296,Rött
Nr 73003,Barolo Boscareto,Italy,750.0,14.5,460,Rött
Nr 77349,Amarone della Valpolicella,Italy,750.0,17.5,724,Rött
Nr 77473,Valpolicella Superiore,Italy,750.0,15.5,439,Rött
Nr 70571,Nebbiolo d'Alba,Italy,750.0,15,269,Rött
Nr 72545,Zýme La Mattonara Riserva,Italy,750.0,16,3503,Rött
Nr 72847,Zýme,Italy,750.0,13.5,427,Rött
Nr 71025,Poggio alla Guardia,Italy,750.0,14,201,Rött
Nr 72291,Recioto Della Valpolicella Classico,Italy,500.0,15,282,Rött
Nr 72026,Dolcetto d'Alba,Italy,750.0,13.5,291,Rött
Nr 76025,Crescendo,Italy,750.0,14.5,301,Rött
Nr 74380,Corpo Notte,Italy,750.0,14.5,401,Rött
Nr 75814,Terre,Italy,1500.0,13,332,Rött
Nr 74710,San Calisto,Italy,750.0,12.5,471,Rött
Nr 72700,Villa Rosa,Italy,750.0,14,421,Rött
Nr 72177,Villa dei Baroni,Italy,750.0,14,301,Rött
Nr 70743,Eternamente,Italy,750.0,13.5,253,Rött
Nr 72470,Contucci,Italy,750.0,14,332,Rött
Nr 79858,Tommasi,Italy,750.0,13,161,Rött
Nr 73874,Barolo,Italy,750.0,14.5,651,Rött
Nr 74215,Dolcetto d'Alba,Italy,750.0,13,221,Rött
Nr 70294,Barbaresco,Italy,750.0,14,350,Rött
Nr 74056,Talò,Italy,750.0,14,171,Rött
Nr 72505,Rusel,Italy,750.0,14.5,210,Rött
Nr 73944,Il Roncal,Italy,750.0,14,208,Rött
Nr 71400,Medolago Albani,Italy,750.0,13,186,Rött
Nr 74736,Langhe,Italy,750.0,14,266,Rött
Nr 73351,Barbera d'Asti Superiore,Italy,750.0,15,231,Rött
Nr 70708,Bertoldi Manuele,Italy,750.0,14,296,Rött
Nr 73003,Barolo Boscareto,Italy,750.0,14.5,460,Rött
Nr 77349,Amarone della Valpolicella,Italy,750.0,17.5,724,Rött
Nr 77473,Valpolicella Superiore,Italy,750.0,15.5,439,Rött
Nr 70571,Nebbiolo d'Alba,Italy,750.0,15,269,Rött
Nr 72545,Zýme La Mattonara Riserva,Italy,750.0,16,3503,Rött
Nr 72847,Zýme,Italy,750.0,13.5,427,Rött
Nr 71025,Poggio alla Guardia,Italy,750.0,14,201,Rött
Nr 72291,Recioto Della Valpolicella Classico,Italy,500.0,15,282,Rött
Nr 72026,Dolcetto d'Alba,Italy,750.0,13.5,291,Rött
Nr 70047,Rugolin,Italy,750.0,12.5,185,Rött
Nr 72082,Crosara de le Strie,Italy,750.0,15.5,556,Rött
Nr 70872,Recioto,Italy,375.0,13,290,Rött
Nr 74047,Barolo,Italy,750.0,14,340,Rött
Nr 70681,Antico Monastero,Italy,750.0,14,290,Rött
Nr 79709,Borgogno,Italy,750.0,14,221,Rött
Nr 78313,Tano,Italy,750.0,13,246,Rött
Nr 76101,Barbera d'Alba,Italy,750.0,13.5,171,Rött
Nr 77682,Damoli,Italy,750.0,14,274,Rött
Nr 78834,Vietti,Italy,1500.0,14,562,Rött
Nr 70512,Brunello di Montalcino,Italy,750.0,15,471,Rött
Nr 76584,Borgogno,Italy,750.0,14,471,Rött
Nr 79322,Robbione,Italy,750.0,15,340,Rött
Nr 75910,Barbaresco Canova,Italy,750.0,14,401,Rött
Nr 74522,Valletta,Italy,750.0,14.5,277,Rött
Nr 54325,Core,Italy,750.0,13.5,221,Rött
Nr 54302,Pelassa,Italy,750.0,15,350,Rött
Nr 54301,Pelassa,Italy,750.0,14,130,Rött
Nr 54416,Le Mortelle,Italy,750.0,14,181,Rött
Nr 54524,Langhe,Italy,750.0,14,341,Rött
Nr 54897,Il Campanone,Italy,1500.0,11,332,Rött
Nr 54922,Tenuta le Colonne,Italy,750.0,13.5,421,Rött
Nr 55060,Elios Modus,Italy,750.0,14,230,Rött
Nr 55152,Pecchenino,Italy,750.0,15,381,Rött
Nr 55155,Pecchenino,Italy,750.0,14.5,191,Rött
Nr 55188,Parusso,Italy,750.0,15,1221,Rött
Nr 55189,Parusso,Italy,750.0,15,1221,Rött
Nr 55350,Asso Di Denari,Italy,750.0,14.5,260,Rött
Nr 2025,Colline Novaresi Nebbiolo,Italy,750.0,13,104,Rött
Nr 73779,Scriani,Italy,750.0,14,191,Rött
Nr 74318,Baracchi,Italy,750.0,14,310,Rött
Nr 73457,Solare,Italy,750.0,13,494,Rött
Nr 78430,Nebbiolo d'Alba,Italy,750.0,13.5,201,Rött
Nr 76745,Granducato,Italy,750.0,13.5,351,Rött
Nr 23050,Domìni Veneti,Italy,750.0,15.5,222,Rött
Nr 72020,Marion,Italy,750.0,16,692,Rött
Nr 72107,Barbaresco,Italy,750.0,14.5,247,Rött
Nr 73606,Hacker,Italy,750.0,13.5,147,Rött
Nr 72248,Rondineto,Italy,750.0,12.5,106,Rött
Nr 71704,Grignolino d'Asti,Italy,750.0,12.5,119,Rött
Nr 70119,Michele Chiarlo,Italy,750.0,14,381,Rött
Nr 70855,Bricco Paradiso Barbera d'Asti Superiore,Italy,750.0,15,221,Rött
Nr 75268,Edone,Italy,500.0,14,184,Rött
Nr 75800,Barbera d'Asti,Italy,750.0,13.5,129,Rött
Nr 75256,Albino Armani,Italy,750.0,15.5,382,Rött
Nr 74728,Ruffino,Italy,750.0,15,349,Rött
Nr 75047,Aglianico del Taburno,Italy,750.0,13.5,236,Rött
Nr 2392,Piccini,Italy,750.0,14,111,Rött
Nr 77312,Barbera d'Alba,Italy,750.0,15,231,Rött
Nr 70122,Barbaresco,Italy,750.0,14.5,461,Rött
Nr 81563,Toscana Rosso,Italy,750.0,13,131,Rött
Nr 70514,Aurelio Settimo,Italy,750.0,14,290,Rött
Nr 72172,Roccolo Grassi,Italy,750.0,16.5,849,Rött
Nr 74016,Tenuta Marcati,Italy,750.0,15,288,Rött
Nr 70223,Cadetto,Italy,750.0,13.5,91,Rött
Nr 76343,Arpago,Italy,750.0,14,129,Rött
Nr 71523,Pietradolce,Italy,750.0,13.5,224,Rött
Nr 71674,Archineri,Italy,750.0,15,367,Rött
Nr 78921,The Fat Lady Sings,Italy,750.0,14,161,Rött
Nr 75812,Barolo Ravera,Italy,750.0,14.5,481,Rött
Nr 74531,Castello d'Albola,Italy,750.0,13.5,221,Rött
Nr 73589,Rock,Italy,750.0,15,251,Rött
Nr 79638,Tenuta Marcati,Italy,750.0,13,148,Rött
Nr 70114,Tommasi Ca' Florian Riserva,Italy,750.0,15.5,702,Rött
Nr 72836,Castello di Ama,Italy,750.0,13.5,421,Rött
Nr 71769,Famiglia Losi Chianti,Italy,750.0,14,227,Rött
Nr 72950,Massolino,Italy,750.0,13.5,161,Rött
Nr 73143,Barbaresco,Italy,750.0,14,401,Rött
Nr 78718,Langhe Nebbiolo,Italy,750.0,14,221,Rött
Nr 78735,Barolo,Italy,750.0,14.5,351,Rött
Nr 76130,Barolo,Italy,750.0,14.5,401,Rött
Nr 72674,Monte Vibiano,Italy,750.0,14.5,201,Rött
Nr 78404,Englar,Italy,750.0,13.5,360,Rött
Nr 78119,Englar,Italy,750.0,12.5,310,Rött
Nr 79662,Barolo,Italy,750.0,14.5,561,Rött
Nr 57775,Scarpa,Italy,750.0,13,161,Rött
Nr 57927,Scarpa,Italy,750.0,12.5,201,Rött
Nr 57931,Pfitscher,Italy,750.0,13.5,401,Rött
Nr 57936,Dellamesola,Italy,750.0,13.5,201,Rött
Nr 57937,Bramaterra,Italy,750.0,14,301,Rött
Nr 58007,Barbera d'Alba,Italy,750.0,14.5,221,Rött
Nr 58075,Guasti Nebbiolo d'Alba,Italy,750.0,14,281,Rött
Nr 58076,Sordo Verduno Pelaverga,Italy,750.0,13.5,332,Rött
Nr 58264,Roncicone,Italy,750.0,14,651,Rött
Nr 58267,Amarone della Valpolicella Classico,Italy,750.0,16,302,Rött
Nr 58371,Rosso dei Sesi,Italy,750.0,12,351,Rött
Nr 58469,Fontanabianca,Italy,750.0,14,376,Rött
Nr 58474,Fontanabianca,Italy,750.0,13,166,Rött
Nr 58475,Tommasi,Italy,750.0,12,96,Rött
Nr 75096,Langhe Rosso,Italy,750.0,14,149,Rött
Nr 79880,Elio Altare,Italy,750.0,14,206,Rött
Nr 73299,Roero,Italy,750.0,14,191,Rött
Nr 2374,Alta Mora,Italy,750.0,13,191,Rött
Nr 74732,Barbera d'Alba Marti,Italy,750.0,14.5,347,Rött
Nr 78001,Corteforte Recioto,Italy,500.0,14.5,431,Rött
Nr 70360,Amarone della Valpolicella,Italy,750.0,15,279,Rött
Nr 74938,Capo di Capo,Italy,750.0,13.5,101,Rött
Nr 90630,Pietro dal Cero,Italy,375.0,16,351,Rött
Nr 79251,Brunello di Montalcino,Italy,750.0,14.5,521,Rött
Nr 79845,Rapace,Italy,750.0,14.5,369,Rött
Nr 71824,Torre D'Orti,Italy,750.0,16.5,353,Rött
Nr 75500,Salice Salentino,Italy,750.0,14,226,Rött
Nr 76085,Banfi Excelsus,Italy,750.0,14.5,571,Rött
